first.name,last.name,ID,h.index,i10.idex,citations
Peter,Murrell,pmu44,15,17,1113
Pierluigi,Murro,pmu191,5,4,71
Antu,Murshid,pmu38,6,4,290
Tirta,Mursitama,pmu364,1,1,12
Ghulam,Murtaza,pmu511,1,0,1
Irina,Murtazashvili,pmu429,6,3,97
José,Murteira,pmu321,4,3,136
Mamta,Murthi,pmu358,6,4,149
K.V.,Murthy,pmu71,4,2,57
Venkatesh,Murthy,prv1,11,13,320
Fabrice,Murtin,pmu294,12,13,439
Samuele,Murtinu,pmu527,7,6,162
Sucheta,Murty,pmu222,1,0,1
K.,Murty,pmu140,3,1,29
Sushama,Murty,pmu186,5,4,151
M. Narsimha,Murty,pmu223,6,4,116
Aldo,Musacchio,pmu132,8,5,153
Arta,Musaraj,pmu535,3,0,31
Marie,Musard-Gies,pmu124,2,2,42
Andrew,Musau,pmu556,2,0,6
Vusal,Musayev,pmu512,2,0,7
Mihai,Muscalu,pmu230,1,0,1
Alex,Muscatelli,pmu293,1,0,3
Vito,Muscatelli,pmu60,18,23,721
Alessandro,Muscio,pmu201,8,7,205
Radu,Musetescu,pmu180,1,0,7
Ralph,Musgrave,pmu56,1,0,3
Jerry,Mushin,pmu265,1,0,7
Saba,Mushtaq,pmu570,1,0,1
Nathan,Musick,pmu4,1,0,7
Kelly,Musick,pmu248,3,2,37
Karel,Musil,pmu397,2,0,6
Antonio,Musolesi,pmu643,8,6,164
Richard,Mussa,pmu241,3,1,25
Michael,Mussa,pmu563,6,5,213
Stéphane,Mussard,pmu61,6,4,145
Wesley,Musser,pmu258,7,4,164
Oliver,Musshoff,pmu188,8,7,273
Chiara,Mussida,pmu289,4,3,68
Mauro,Mussini,pmu482,2,0,11
Fabio,Musso,pmu356,2,0,28
Patrick,Musso,pmu295,8,6,332
Alberto,Musso,pmu383,10,10,284
Anne,Musson,pmu348,2,0,8
Maurizio,Mussoni,pmu313,2,1,23
Khalid,Mustafa,pmu307,2,1,18
Usman,Mustafa,pmu148,4,1,41
Nazeem,Mustapha,pmu400,1,0,1
David,Mustard,pmu66,10,12,673
Razvan,Mustata,pmu121,2,0,6
Jose,Mustre-del-Rio,pmu377,1,0,6
Ignazio,Musu,pmu113,2,1,17
Mark,Musumba,pmu487,1,0,2
Sisule,Musungu,pmu189,1,0,7
Olivier,Musy,pmu255,3,0,23
Mihai Ioan,Mutascu,pmu100,6,5,210
Saad,Mutashar,pab219,1,0,2
John Weirstrasd,Muteba Mwamba,pmu298,2,0,14
John,Muth,pmu417,10,10,496
Johannes,Muthers,pmu353,2,0,11
Athiphat,Muthitacharoen,pmu645,1,0,4
Jan,Mutl,pmu155,4,1,79
Elif,Mutlu,pmu422,1,0,1
Servet,Mutlu,pmu532,1,1,10
Defne,Mutluer Kurul,pmu105,4,0,30
Ichiro,Muto,pmu159,7,4,116
Piyusha,Mutreja,pmu221,3,1,36
Willi,Mutschler,pmu508,2,0,8
Mohammad,Muttakin,pmu651,2,1,26
Simona,Mutu,pmu420,1,0,1
Dilip,Mutum,pmu650,1,0,3
Suresh,Mutuswami,pmu463,7,5,256
Joan,Muysken,pmu106,7,6,233
Ahmed Taneem,Muzaffar,pmu495,3,3,50
Silvia,Muzi,pmu613,1,1,18
Silvia,Muzzioli,pmu314,5,2,66
Anthony,Mveyange,pmv3,1,1,12
Nkunde,Mwase,pmw6,5,2,104
Francis,Mwesigye,pmw8,1,0,2
David,Myatt,pmy7,11,11,528
Dagmara,Mycielska,pmy28,1,0,3
Jerzy,Mycielski,pmy15,4,2,60
Michal,Myck,pmy21,9,9,314
Steven,Myers,pmy4,1,0,1
Samuel,Myers,pmy23,6,2,110
Caitlin,Myers,pmy11,7,5,272
Gordon,Myers,pmy6,12,13,614
Robert,Myers,pmy29,17,24,779
Roger,Myerson,pmy13,23,42,3485
Elton,Mykerezi,pmy31,5,2,78
Olena,Mykhaylova,pmy22,3,1,23
Gareth,Myles,pmy5,15,25,1022
Nikolaos,Mylonidis,pmy18,9,8,238
Tymofiy,Mylovanov,pmy38,6,3,115
Kairat,Mynbaev,pmy10,2,0,14
Gunnar,Myrdal,pmy3,2,1,26
Rafael,Myro,pmy14,3,1,38
Marat,Myrzakhmet,pmy24,1,1,15
Martina,Mysíková,pmy20,2,0,15
Jaroslav,Mysiak,pmy9,4,1,48
Alena,Mysickova,pmy17,2,0,15
Lynn,Mytelka,pmy8,6,5,162
Lucia,Mytna Kurekova,pmy37,3,0,32
Sami,Myyrä,pmy19,4,2,68
Naoufel,Mzoughi,pmz2,6,4,119
Kyoung-Youn,Na,pna466,1,0,3
Randi,Næs,pns2,6,4,136
Eric,Nævdal,pnv1,7,5,124
Linda,Nøstbakken,pns3,7,5,125
Svein,Nås,pns1,2,1,34
Erzsébet,Németh,pnm2,1,0,2
Karl-Heinz,Nöhrbaß,pno154,1,1,34
Georg,Nöldeke,pno8,9,8,643
Ilko,Naaborg,pna32,6,5,232
Adil,Naamane,pna390,2,0,4
Cephas,Naanwaab,pna368,2,0,12
Tiguéné,Nabassaga,pna447,2,0,8
Pardis,Nabavi,pna405,2,0,16
Christian,Nabe,pna582,3,2,136
Kaoru,Nabeshima,pna203,8,7,174
Mahmoud,Nabi,pna223,3,1,64
Winnie,Nabiddo,pna170,1,0,2
Munirul,Nabin,pna290,3,1,30
Andras,Nabradi,pna280,1,0,3
Alessia,Naccarato,pna293,1,0,1
Pablo,Nachar,pna495,1,0,2
John,Nachbar,pna288,6,4,211
Daniel,Nachtigall,pna564,1,0,5
Ahmed,Naciri,pna597,1,0,3
Alain,Nadaï,pna283,3,3,75
Jean-Pierre,Nadal,pna158,4,2,67
Francisco,Nadal De Simone,pna414,7,7,180
Serge,Nadeau,pna486,3,0,25
Muhammad,Nadeem,pna470,1,1,22
Simon,Nadel,pna449,1,0,3
Karthik,Nadella,pna545,1,0,1
Jon,Nadenichek,pna132,1,1,19
Esmaeil,Naderi,pna407,1,0,10
G. V.,Nadhanael,pna543,1,0,10
Orkhan,Nadirov,pna526,1,0,1
Jeffrey,Naecker,pna439,1,0,3
Saima,Naeem,pma1472,4,2,56
Florence,Naegelen,pna228,5,2,138
Frank,Naert,pna503,2,0,6
Jörg,Naeve,pna51,3,2,44
Vahé,Nafilyan,pna605,2,0,9
Steven,Nafziger,pna313,3,2,51
Julia,Nafziger,pna177,5,3,102
Biswajit,Nag,pna19,2,0,15
Daisuke,Nagakura,pna148,3,0,22
Mamoru,Nagano,pna244,3,0,30
Sadao,Nagaoka,pna302,7,5,200
Sabitha,Nagarajan,pna422,4,1,50
Hari,Nagarajan,pna115,6,5,137
Latha,Nagarajan,pna147,7,4,101
Boppana,Nagarjuna,pna37,2,0,5
Sriniketh,Nagavarapu,pna233,1,0,4
Jun,Nagayasu,pna93,8,7,230
Ruslan,Nagayev,pna632,2,0,8
Stefan,Nagel,pna176,14,16,1844
Rosemarie,Nagel,pna134,16,21,1548
Arne,Nagengast,pna379,5,3,86
Alireza,Naghavi,pna108,8,4,180
Maryam,Naghsh Nejad,pna423,2,1,21
Amir,Naghshineh-Pour,pna226,1,0,3
Wolfgang,Nagl,pna225,5,2,73
Stephan,Nagl,pna324,7,7,178
Florian,Nagler,pna611,1,1,13
Matthew,Nagler,pna146,3,1,31
Venkatarao,Nagubadi,pna183,2,1,26
Costanza,Naguib,pna623,1,0,3
David,Nagy,pna554,2,1,21
Zoltan,Nagy,pna307,3,0,18
Éva,Nagypál,pna193,3,2,281
Paul,Nahai-Williamson,pna598,1,0,3
Babu,Nahata,pna21,5,2,114
Firdousi,Naher,pna445,2,2,51
Daehoon,Nahm,pna385,2,1,29
Jae,Nahm,pna322,3,2,32
Niek,Nahuis,pna43,4,2,107
Richard,Nahuis,pna34,9,9,388
Ruth-Aida,Nahum,pna102,2,2,32
Abdul,Nahyoun,pna190,2,0,12
Michel,Naiditch,pna208,1,1,13
Claire,Naiditch,pna393,2,0,7
Karmen,Naidoo,pna471,1,0,8
Sirisha,Naidu,pna125,2,1,17
Nader,Naifar,pna555,5,2,86
Pramod,Naik,pna465,1,1,19
Lance,Nail,pna99,4,2,111
Ahmad,Naimzada,pna184,4,3,92
Aswathy,Nair,pna574,1,0,3
Vinay,Nair,pna103,6,6,406
Harikesh,Nair,pna153,8,7,240
Usha,Nair-Reichert,pna476,5,5,250
Katsuyuki,Naito,pna279,1,1,19
Hisahiro,Naito,pna263,4,1,126
Takumi,Naito,pna39,5,4,76
Dorra,Najar,pna462,2,0,9
Marta,Najda-Janoszka,pna569,2,0,6
Syed,Najeeb,pna490,1,0,5
Nouri,Najjar,pna464,1,1,10
Boris,Najman,pna33,3,1,43
Mateusz,Najsztub,pna591,1,0,3
Luciano,Nakabashi,pna65,2,0,23
Jun,Nakabayashi,pna264,3,1,25
Masaki,Nakabayashi,pna332,3,0,24
Yoshiaki,Nakada,pna541,1,0,2
Minoru,Nakada,pna300,3,1,33
Masao,Nakagawa,pna455,1,0,3
Ryuichi,Nakagawa,pna286,2,1,21
Daisuke,Nakajima,pna138,3,2,146
Tadahiro,Nakajima,pna354,3,2,51
Tetsuya,Nakajima,pna68,3,1,57
Takanobu,Nakajima,pna338,4,3,134
Kentaro,Nakajima,pna210,6,3,108
Ryo,Nakajima,pna251,7,5,165
Tomoyuki,Nakajima,pna137,7,6,204
Makoto,Nakajima,pna79,9,9,550
Jouchi,Nakajima,pna189,10,10,396
Yasuhiro,Nakamoto,pna232,3,0,24
Jun-Ichi,Nakamura,pna521,1,1,35
Shohei,Nakamura,pna577,1,0,6
Ryohei,Nakamura,pna266,2,2,102
Yutaka,Nakamura,pna537,4,2,66
Alice,Nakamura,pna144,12,13,383
Leonard,Nakamura,pna565,12,15,424
Emi,Nakamura,pna121,14,17,881
Masao,Nakamura,pna95,15,17,798
Marcio,Nakane,pna587,8,8,274
Noritsugu,Nakanishi,pna441,4,0,33
Yuko,Nakano,pna527,4,1,42
Keisuke,Nakao,pna350,2,0,7
Kiyotaka,Nakashima,pna573,3,2,36
Eduardo,Nakasone,pna457,4,1,35
Hiroyuki,Nakata,pna403,3,0,24
Taisuke,Nakata,pna316,6,5,168
Ryota,Nakatani,pna509,1,0,5
Tomoaki,Nakatani,pna295,2,2,52
Teruo,Nakatsuma,pna602,3,1,64
Voraprapa,Nakavachara,pna130,3,2,31
Katsuyoshi,Nakazawa,pna481,3,0,17
Yoshiyuki,Nakazono,pna436,4,0,38
Tebila,Nakelse,pna358,2,1,18
Aadil,Nakhoda,pna265,1,0,4
Alper,Nakkas,pna317,1,0,3
Senthil Kumar,Nakkeeran,pna320,1,0,1
Kanda,Naknoi,pna118,3,1,63
Anton,Nakov,pna69,9,9,364
Abdelrasaq,Nal,pna371,2,0,7
Valeriu,Nalban,pna529,1,0,1
Maurizio,Naldi,pna494,2,1,17
Barry,Nalebuff,pna205,13,14,1251
Chang Woon,Nam,pna249,3,1,65
Vu,Nam,pna156,3,1,30
Akio,Namba,pna180,1,0,4
Thelma,Namonje-Kapembwa,pna496,1,0,1
Soiliou,Namoro,pna161,1,0,7
Dorothy,Nampewo,pna398,1,0,6
Fany,Nan,pna594,2,2,63
Anupam,Nanda,pna105,3,1,84
Ramana,Nanda,pna187,13,14,518
Vikram,Nanda,pna472,18,26,1139
Arindam,Nandi,pna336,1,0,2
Tushar,Nandi,pna433,3,1,33
Alita,Nandi,pna285,4,1,41
Boaz,Nandwa,pna117,3,3,115
Debarshi,Nandy,pna85,5,5,232
Malokele,Nanivazo,pna475,1,0,1
Volker,Nannen,pna230,1,0,3
Panagiotis,Nanos,pna402,1,0,3
Gregorio,Núñez,pne52,1,0,1
Imanol,Núñez,pne130,1,0,3
Marina,Núñez,pne230,4,0,32
Fernando,Núñez Hernández,pne213,2,0,8
Carmelo,Núñez Sanz,psa406,5,1,64
Vicente,Núñez-Antón,pne143,3,0,28
Michio,Naoi,pna298,3,1,39
Kamel,Naoui,pna522,1,0,1
Orachos,Napasintuwong,pna415,2,0,14
Stefan,Napel,pna214,9,8,199
Lydia,Napitupulu,pna335,2,0,6
Loretta,Napoleoni,pna195,1,0,2
Mauro,Napoletano,pna218,11,14,518
Oreste,Napolitano,pna111,5,2,90
Clotilde,Napp,pna164,10,12,332
Ingrid,Nappi-Choulet,pna488,3,1,30
Nunzia,Nappo,pna341,2,0,8
Bushra,Naqvi,pna272,1,0,5
Hassan,Naqvi,pna91,3,2,100
Syed Ali Asjad,Naqvi,pna493,3,1,24
Nadeem,Naqvi,pna123,4,2,64
Syed Nawab Haider,Naqvi,pna340,5,1,47
Ruthira,Naraidoo,pna48,7,4,117
Alberto,Naranjo,pna334,3,0,16
Athula,Naranpanawa,pna416,2,0,14
Laxmi,Narayan,pna571,1,0,1
Ambar,Narayan,pna484,8,7,170
Seema,Narayan,pna236,17,27,1225
Paresh,Narayan,pna133,32,95,4531
Rashmi,Narayana,pna448,1,0,4
Supreena,Narayanan,pna46,1,0,1
Badri G,Narayanan,pna154,5,2,60
Sudha,Narayanan,pna387,5,3,185
Krishnan,Narayanan,pna491,6,1,132
Edlira,Narazani,pna87,4,1,46
Alexandre,Narciso,pna261,1,0,9
Gaia,Narciso,pna181,6,6,195
Mathieu,Narcy,pna308,3,1,37
Chiara,Nardi,pna454,1,0,9
Franco,Nardini,pna63,4,0,32
Michela,Nardo,pna596,4,3,261
Martina,Nardon,pna126,1,0,3
Alessandro,Narduzzo,pna159,4,1,48
Mohammad Rasoul,Narimani,pna585,4,4,111
Futoshi,Narita,pna547,2,1,19
Machiko,Narita,pna548,3,1,28
Daiju,Narita,pna305,7,6,146
Dionisius,Narjoko,pna291,4,2,73
Clare,Narrod,pna257,6,5,172
Gilbert,Nartea,pna622,5,2,105
Rajneesh,Narula,pna30,16,23,868
Lorea,Narvaiza,pna633,1,0,2
Iryna,Nasadiuk,pna544,1,0,2
Alvaro,Nascimento,pna392,1,0,3
Paulo A.,Nascimento,pna550,1,0,1
Syed,Naseem,pna396,2,1,28
Anwar,Naseem,pna362,5,3,93
Sergey,Nasekin,pna459,1,0,6
Hanan,Naser,pna386,3,1,22
Marjan,Naseri,pna502,1,0,3
John,Nash,pna13,2,2,1803
Eric,Nasica,pna328,2,0,16
Marjan,Nasir,pna618,1,0,2
Muhammad,Nasir,pna497,1,0,2
Shahbaz,Nasir,pna519,2,0,13
Muhammad,Nasir,pna345,6,4,213
Zafar,Nasir,pna375,8,6,190
Shahriyar,Nasirov,pna369,2,1,19
James,Nason,pna12,17,23,1984
Samia,Nasreen,pna304,3,2,66
Nima,Nasrollahi Shahri,pna318,1,0,1
Guido,Nassimbeni,pna411,4,2,79
Dumitru,Nastac,pna191,1,0,4
Carmen,Nastase,pna215,1,0,6
Stefanos,Nastis,pna327,3,0,19
Anna,Naszodi,pna172,3,0,23
Maria Manuela,Natário,pna246,1,0,3
Jean-Marc,Natal,pna258,4,2,74
Piergiovanna,Natale,pna268,4,0,24
Geethanjali,Nataraj,pna20,3,2,39
Shanthi,Nataraj,pna467,6,5,149
Vinodh,Natarajan,pna628,1,0,1
Paulo,Natenzon,pna312,1,1,30
José,Natera,pna394,3,2,52
Sushmit,Nath,pna149,1,0,1
Hiranya,Nath,pna100,6,4,129
Anil,Nathan,pna492,1,0,8
Dev,Nathan,pna192,1,0,2
Thurai Murugan,Nathan,pna566,2,0,10
Hippu Salk Kristle,Nathan,pna360,4,1,43
Paolo,Naticchioni,pna71,11,11,392
Gabriel,Natividad,pna517,4,1,45
Fidelina,Natividad-Carlos,pna306,1,0,5
Timur,Natkhov,pna209,2,0,8
Filippo,Natoli,pna612,2,0,12
Gisle,Natvik,pna248,6,6,169
Wim,Naudé,pna157,12,15,520
Alberto,Naudon,pna287,6,1,59
George,Naufal,pna343,3,0,24
Celine,Nauges,pna152,14,19,672
Helen,Naughton,pna326,3,2,316
Tony,Naughton,pna260,5,3,95
Niels,Nauhauser,pna66,1,0,1
Aleksandar,Naumoski,pna626,1,0,2
Dieter,Nautz,pna289,14,23,577
Elena,Navajas-Cawood,pna575,2,0,12
Joaquin,Naval,pna469,1,0,5
Kannan,Navaneetham,pna281,3,1,40
Pietro,Navarra,pna141,3,0,21
Lucas,Navarro,pna296,4,3,200
Mikel,Navarro,pna273,5,3,219
Peter,Navarro,pna282,6,4,190
Salvador,Navarro,pna222,10,10,781
María,Navarro Paniagua,pna399,6,2,59
Manuel,Navarro-Ibáñez,pna35,4,1,41
Javier,Navas,pna163,2,1,36
Antonio,Navas,pna224,4,3,48
Patrick,Navatte,pna376,3,0,19
Amjad,Naveed,pna431,1,0,1
Daniel,Navia,pna47,1,1,15
Guy,Navon,pna207,3,1,18
Marco,Navone,pna353,3,0,19
David,Navratil,pna7,4,0,27
Sanjay,Nawalkha,pna211,4,1,32
Saima,Nawaz,pna370,2,0,14
Ahmad,Nawaz,pna276,4,1,38
Vivekanand,Nawosah,pna188,2,1,18
Durre,Nayab,pna175,4,0,36
Purusottam,Nayak,pna120,3,0,13
Sabri,Nayan,pna461,1,0,7
Muhammad,Nayaz,pna430,1,0,3
Rodolfo,Nayga,pna255,13,34,938
Michael,Naylor,pna625,2,1,41
Robin,Naylor,pna173,18,26,1218
Laurence,Nayman,pna38,5,1,45
Shivani,Nayyar,pna389,1,0,3
Ashish,Nayyar,pna97,2,1,39
Suahasil,Nazara,pna348,4,3,59
Jaroslaw,Nazarczuk,pna607,1,0,2
Vladimir,Nazarov,pna391,2,0,16
Hanan,Nazier,pna410,1,0,3
Saman,Nazir,pna383,1,0,3
Sidra,Nazir,pna578,1,0,4
Samina,Nazli,pna382,1,0,1
Hina,Nazli,pna237,8,5,150
Saban,Nazlioglu,pna558,9,9,437
Eugenia,Nazrullaeva,pna421,1,0,6
Phumzile,Ncube,pnc5,1,0,3
Mthuli,Ncube,pnc2,6,5,176
Umar,Ndako,pnd16,2,0,17
Michael,Ndanshau,pnd4,1,0,5
Tom,Ndebele,pnd19,1,0,3
Francis,Ndem,pnd10,1,0,5
Leonce,Ndikumana,pnd1,14,16,686
Simon,Ndiritu,pnd12,1,0,6
Godfrey,Ndlovu,pnd22,1,0,5
Yves Francis,Ndongo,pod9,11,13,987
Arcade,Ndoricimpa,pnd31,1,0,2
Abdoul Aziz Junior,Ndoye,pnd18,1,0,1
Anta,Ndoye faye,pnd13,1,1,53
Vera,Ndrecaj,pnd32,1,0,1
Cornelia,Neagu,pne142,1,0,1
Florian,Neagu,pne243,2,1,28
Ileana,Neagu Constantinescu,pne257,6,6,475
Simon,Neaime,pne305,5,3,76
Mark,Neal,pne80,1,0,3
Timothy,Neal,pne228,2,0,8
Larry,Neal,pne240,9,7,232
Derek,Neal,pne138,11,13,1413
Adina,Neamtu,pne147,1,0,2
Liviu,Neamtu,pne102,1,0,2
Kyriakos,Neanidis,pne77,8,8,220
J. Peter,Neary,pne11,30,67,4178
Antoine,Nebout,pne214,2,0,7
Fernanda,Nechio,pne215,7,6,213
Thomas,Nechyba,pne28,12,13,622
Reinhard,Neck,pne190,8,6,206
Sarah,Necker,pne268,4,3,58
Susanne,Neckermann,pne174,7,6,332
Sabina,Necula,pne165,1,0,2
Ciprian,Necula,pne140,4,2,56
Angelica-Nicoleta,Neculaesei,pne259,2,0,6
Mihaela,Neculita,pne107,1,0,1
Stefan,Nedelea,pne122,1,0,2
Alexandru,Nedelea,pne113,2,0,8
Ángel,Neder,pne182,1,0,1
Peter,Nedergaard,pne81,1,0,10
Clément,Nedoncelle,pne291,1,0,7
Urvi,Neelakantan,pne108,4,3,47
Harris,Neeliah,pne14,2,0,9
Ananta,Neelim,pne222,2,0,5
Sven,Neelsen,pne125,2,1,61
Michelle,Neely,pne281,2,1,51
Christopher,Neely,pne3,26,40,1878
Zvika,Neeman,pne31,11,13,418
Daniel,Neff,pne175,3,1,22
Frank,Neffke,pne139,7,7,424
Ward,Nefstead,pne277,1,0,2
Salih,Neftci,pne212,4,2,48
Martha,Negash,pne206,4,2,69
Mario,Negre,pne278,1,0,4
Bogdan,Negrea,pne116,3,1,22
Xenia,Negrea,pne313,3,0,19
Juan,Negrete,pne103,2,0,4
Mariano,Negri,pne13,1,0,6
Vera,Negri Zamagni,pne331,4,1,76
Costel,Negricea,pne184,2,0,7
Ioana,Negru,pne232,3,0,11
Ilan,Nehama,pne211,1,0,1
Yuliya,Nehoda,pyu192,6,3,144
Natalia,Nehrebecka,pne161,1,0,2
Ryan,Nehring,pne267,2,0,7
Klaus,Nehring,pne171,12,15,462
Stephen,Nei,pne333,1,0,5
Guido,Neidhöfer,pne274,1,0,5
Christine,Neill,pne249,3,1,50
Christopher,Neilson,pne96,9,9,302
William,Neilson,pne30,12,12,406
Brent,Neiman,pne85,12,13,786
Julian,Neira,pne244,2,1,32
Isabel,Neira,pne23,5,3,63
Katharine,Neiss,pne155,6,5,373
Carina,Neisser,pwo219,1,0,3
Ali,Nejadmalayeri,pne337,4,2,47
Christopher,Nekarda,pne84,6,6,198
Lena,Nekby,pne83,9,8,207
Olexandr,Nekhay,pne294,1,0,10
Mehdi,Nekhili,pne104,3,1,28
Alexandr,Nekipelov,pne245,1,0,2
Denis,Nekipelov,pne42,4,1,132
Hadj,Nekka,pne326,1,0,1
Arash,Nekoei,pne262,3,2,68
Milton,Nektarios,pne150,2,1,23
Soon,Nel,pne271,1,0,1
Jan,Nelissen,pne60,6,6,156
Kevin,Nell,pne192,7,3,97
Thomas,Nellen,pne256,3,0,22
James,Nelson,pne226,1,1,12
Paul,Nelson,pne156,2,1,12
Andrew,Nelson,pne136,4,1,55
Robert,Nelson,pne316,4,2,87
Tim,Nelson,pne172,6,4,102
Benjamin,Nelson,pne126,8,6,241
Carl,Nelson,pne20,8,5,172
Julie,Nelson,pne19,9,9,363
Randy,Nelson,pne260,9,9,251
Jon,Nelson,pne50,11,11,532
Gerald,Nelson,pne45,12,12,599
Michael,Nelson,pne221,14,19,599
Douglas,Nelson,pne5,15,19,556
Edward,Nelson,pne58,27,41,3579
Charles,Nelson,pne247,29,43,6579
Richard,Nelson,pne56,33,57,6053
Mehdi,Nemati,pne307,1,0,1
Célestin,Nembua,pch517,3,0,22
Alejandro,Neme,pne273,9,8,268
Gusztav,Nemes,pne66,2,0,11
Gregory,Nemet,pne208,10,10,547
Janina,Nemitz,pne303,2,0,14
Francesco,Nemore,pne295,1,0,2
Florin Codrut,Nemtanu,pne283,1,0,1
Silvia,Nenci,pne78,3,1,42
Tsvetelina,Nenova,pne320,2,1,24
Tome,Nenovski,pne220,1,0,2
Nikolay,Nenovsky,pne40,8,5,1077
Andries,Nentjes,pne229,7,3,117
Michael,Nentwich,pne18,2,1,17
Binod,Nepal,pne166,1,1,17
Mani,Nepal,pne201,3,3,69
Rabindra,Nepal,pne183,5,3,105
Daniel,Nepelski,pne63,3,0,35
Gernot,Nerb,pne124,3,0,36
Breno,Neri,pne79,2,1,18
Claudia,Neri,pne159,2,1,15
Andrea,Neri,pne105,5,2,61
Marcelo,Neri,pne239,9,8,213
Stefano,Neri,pne173,14,16,1555
Marc,Nerlove,pne74,19,29,1269
Manfred,Nermuth,pne163,3,0,26
Giovanni,Nero,pne4,2,1,16
Sebastiano,Nerozzi,pne168,1,0,2
Birger,Nerré,pne246,1,0,3
Annamaria,Nese,pne217,3,1,25
Lars,Nesheim,pne123,8,8,469
Frikk,Nesje,pne298,2,2,29
Travis,Nesmith,pne82,4,2,76
Rabia,Nessah,pne135,3,0,47
Marianne,Nessen,pne7,5,4,133
Thomas,Nesslein,pne270,1,0,1
Erik,Nesson,pne149,2,0,7
Lionel,Nesta,pne62,14,18,894
Leonid,Nesterov,pne198,1,0,1
Kristina,Nesterova,pne251,2,0,11
Danijel,Nestic,pne98,1,0,7
Clément,Nestrigue,pne223,2,0,7
Anastasia,Nesvetailova,pne118,3,0,19
Paulo,Neto,pne111,1,0,4
Antonio,Neto,pne236,2,0,4
David,Neto,pne324,3,0,28
Aleksei,Netsunajev,pne255,3,1,32
Martin,Netuka,pne144,1,0,8
Noelwah,Netusil,pne334,5,4,129
Pavla,Netusilova,pne263,1,0,5
Nick,Netzer,pne89,7,6,180
Sarah,Neubauer,pne275,1,0,2
Doris,Neuberger,pne49,7,5,216
Matthias,Neuenkirch,pne117,9,9,254
John,Neufeld,pne169,5,1,59
Michael,Neugart,pne26,10,11,318
Katja,Neugebauer,pne146,4,4,81
Tibor,Neugebauer,pne38,9,8,305
Julia,Neuhaus,pre300,1,1,10
Daniel,Neuhoff,pne300,1,0,4
Karsten,Neuhoff,pne71,19,33,1565
Arne,Neukirch,pne312,1,0,2
Emma,Neuman,pne330,1,0,1
Shoshana,Neuman,pne95,11,11,373
Michael,Neumann,pne203,1,1,18
Tobias,Neumann,pne276,1,1,16
Uwe,Neumann,pne59,1,0,7
Dimitri,Neumann,pne12,2,0,5
Thomas,Neumann,pne227,2,1,23
Michael,Neumann,pne311,3,1,24
Anne,Neumann,pne73,6,5,216
Rebecca,Neumann,pne86,6,4,127
Dirk,Neumann,pne218,8,7,199
David,Neumark,pne16,41,100,5642
Eric,Neumayer,pne1,24,52,1783
Florian,Neumeier,pne193,5,3,92
Pablo,Neumeyer,pne97,6,5,802
Seth,Neumuller,pne280,2,0,11
Stephen,Neun,pne129,2,0,12
Suman,Neupane,pne287,2,0,13
Klaus,Neusser,pne2,6,5,297
Ilja,Neustadt,pne121,4,2,46
Dmitry,Neustroev,pne242,1,0,1
Alejandro,Neut,pne114,3,3,77
Marcel,Neutel,pne72,1,0,6
Damien,Neven,pne112,18,31,1243
Babette,Never,pne178,2,0,7
Joao,Neves,pne54,1,0,5
Myrian,Neves,pne94,3,1,22
Pedro,Neves,pne100,7,6,215
Andre,Neveu,pne141,2,0,14
Rick,Nevin,pne199,4,3,49
Aviv,Nevo,pne133,17,22,1488
Ekaterina,Nevzorova,pne339,2,2,52
David M,Newbery,pne15,26,69,2973
Bruce,Newbold,pne36,7,6,150
David,Newburn,pne216,6,4,111
Elisa,Newby,pne88,1,0,4
Andrew,Newell,pne39,10,10,399
Richard,Newell,pne29,28,37,3216
Whitney,Newey,pne241,40,63,10889
David,Newhouse,pne69,11,11,382
Joseph,Newhouse,pne27,21,37,2319
Carlos,Newland,pne204,2,0,12
David,Newlands,pne209,1,0,1
Alexander,Newman,pne336,3,1,21
John,Newman,pne272,7,6,188
Carol,Newman,pne152,9,8,257
Andrew,Newman,pne64,14,19,1744
Roger,Newson,pne37,6,2,88
Lucy,Newton,pne101,3,0,19
Jonathan,Newton,pne188,5,1,50
Bilin,Neyapti,pne75,10,12,764
Abraham,Neyman,pne68,10,11,417
Levent,Neyse,pne187,2,1,21
Borghan,Nezami Narajabad,pne151,4,2,38
Hekuran,Neziri,pne127,1,0,3
Beoy Kui,Ng,png77,1,0,1
Edward,Ng,png23,1,0,2
Adam,Ng,png181,3,0,27
Chen Feng,Ng,png93,3,2,37
Thiam,Ng,png168,3,1,23
Travis,Ng,png91,3,1,36
Eric,Ng,png160,4,2,55
Tim,Ng,png75,5,5,151
Francis,Ng,png74,9,9,362
David,Ng,png43,10,10,268
Yew-Kwang,Ng,png19,16,24,873
Serena,Ng,png6,33,51,7154
L. Rachel,Ngai,png37,8,8,662
Tidiane,Ngaido,png90,1,0,6
Harold,Ngalawa,png129,3,2,40
Stewart,Ngandu,png11,1,0,8
William,Nganje,png200,5,2,98
Jean-Pascal,Nganou,png81,1,0,8
Guyslain,Ngeleza,png56,2,1,22
Fabien,Ngendakuriyo,png103,1,0,4
Rama Lionel,Ngenzebuke,png167,1,0,4
Hong Son,Nghiem,png151,4,1,71
Phong,Ngo,png152,1,0,3
Thanh,Ngo,png179,1,0,1
Thanh,Ngo,png237,1,0,1
Thi Minh,Ngo,png87,1,1,12
Vi Dung,Ngo,png230,1,0,3
Phuong,Ngo,png105,3,1,29
Pham,Ngoc,pph28,2,0,14
